S_No,Location,Zone_Type,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Base_2008_Day_dB,Base_2008_Night_dB,Zone_Category
17,Mandavali,Residential,2022,1,Jan,72.37,65.0,61.76,55.06,Critical
17,Mandavali,Residential,2022,2,Feb,72.89,63.88,61.76,55.06,Critical
17,Mandavali,Residential,2022,3,Mar,73.41,65.12,61.76,55.06,Critical
17,Mandavali,Residential,2022,4,Apr,73.44,65.14,61.76,55.06,Critical
17,Mandavali,Residential,2022,5,May,74.2,65.74,61.76,55.06,Critical
17,Mandavali,Residential,2022,6,Jun,73.64,65.78,61.76,55.06,Critical
17,Mandavali,Residential,2022,7,Jul,73.36,65.15,61.76,55.06,Critical
17,Mandavali,Residential,2022,8,Aug,73.2,65.62,61.76,55.06,Critical
17,Mandavali,Residential,2022,9,Sep,73.63,65.31,61.76,55.06,Critical
17,Mandavali,Residential,2022,10,Oct,73.74,65.51,61.76,55.06,Critical
17,Mandavali,Residential,2022,11,Nov,72.89,65.19,61.76,55.06,Critical
17,Mandavali,Residential,2022,12,Dec,72.97,64.99,61.76,55.06,Critical
17,Mandavali,Residential,2023,1,Jan,73.53,65.37,61.76,55.06,Critical
17,Mandavali,Residential,2023,2,Feb,73.39,65.58,61.76,55.06,Critical
17,Mandavali,Residential,2023,3,Mar,73.74,65.3,61.76,55.06,Critical
17,Mandavali,Residential,2023,4,Apr,73.98,65.54,61.76,55.06,Critical
17,Mandavali,Residential,2023,5,May,74.08,65.92,61.76,55.06,Critical
17,Mandavali,Residential,2023,6,Jun,74.23,66.07,61.76,55.06,Critical
17,Mandavali,Residential,2023,7,Jul,73.59,66.12,61.76,55.06,Critical
17,Mandavali,Residential,2023,8,Aug,74.05,65.61,61.76,55.06,Critical
17,Mandavali,Residential,2023,9,Sep,74.11,65.94,61.76,55.06,Critical
17,Mandavali,Residential,2023,10,Oct,73.41,65.63,61.76,55.06,Critical
17,Mandavali,Residential,2023,11,Nov,73.44,65.28,61.76,55.06,Critical
17,Mandavali,Residential,2023,12,Dec,73.58,65.2,61.76,55.06,Critical
17,Mandavali,Residential,2024,1,Jan,73.64,64.96,61.76,55.06,Critical
17,Mandavali,Residential,2024,2,Feb,74.2,65.29,61.76,55.06,Critical
17,Mandavali,Residential,2024,3,Mar,74.47,66.04,61.76,55.06,Critical
17,Mandavali,Residential,2024,4,Apr,75.29,65.77,61.76,55.06,Critical
17,Mandavali,Residential,2024,5,May,73.84,66.42,61.76,55.06,Critical
17,Mandavali,Residential,2024,6,Jun,75.97,66.93,61.76,55.06,Critical
17,Mandavali,Residential,2024,7,Jul,75.13,66.31,61.76,55.06,Critical
17,Mandavali,Residential,2024,8,Aug,75.07,65.97,61.76,55.06,Critical
17,Mandavali,Residential,2024,9,Sep,74.74,66.21,61.76,55.06,Critical
17,Mandavali,Residential,2024,10,Oct,75.17,67.09,61.76,55.06,Critical
17,Mandavali,Residential,2024,11,Nov,74.61,65.81,61.76,55.06,Critical
17,Mandavali,Residential,2024,12,Dec,73.94,65.13,61.76,55.06,Critical
18,Mangol Puri,Commercial,2020,1,Jan,65.56,60.8,62.26,56.21,High
18,Mangol Puri,Commercial,2020,2,Feb,65.83,61.07,62.26,56.21,High
18,Mangol Puri,Commercial,2020,3,Mar,66.21,61.66,62.26,56.21,High
18,Mangol Puri,Commercial,2020,4,Apr,66.84,61.52,62.26,56.21,High
18,Mangol Puri,Commercial,2020,5,May,67.01,61.77,62.26,56.21,High
18,Mangol Puri,Commercial,2020,6,Jun,67.67,61.66,62.26,56.21,High
18,Mangol Puri,Commercial,2020,7,Jul,66.88,61.73,62.26,56.21,High
18,Mangol Puri,Commercial,2020,8,Aug,66.3,61.37,62.26,56.21,High
18,Mangol Puri,Commercial,2020,9,Sep,66.45,61.68,62.26,56.21,High
18,Mangol Puri,Commercial,2020,10,Oct,66.95,61.68,62.26,56.21,High
18,Mangol Puri,Commercial,2020,11,Nov,66.88,61.28,62.26,56.21,High
18,Mangol Puri,Commercial,2020,12,Dec,66.2,60.99,62.26,56.21,High
18,Mangol Puri,Commercial,2021,1,Jan,69.45,63.25,62.26,56.21,Critical
18,Mangol Puri,Commercial,2021,2,Feb,68.56,63.48,62.26,56.21,Critical
18,Mangol Puri,Commercial,2021,3,Mar,70.61,64.1,62.26,56.21,Critical
18,Mangol Puri,Commercial,2021,4,Apr,70.73,64.39,62.26,56.21,Critical
18,Mangol Puri,Commercial,2021,5,May,70.68,64.28,62.26,56.21,Critical
18,Mangol Puri,Commercial,2021,6,Jun,70.59,64.33,62.26,56.21,Critical
18,Mangol Puri,Commercial,2021,7,Jul,70.89,64.68,62.26,56.21,Critical
18,Mangol Puri,Commercial,2021,8,Aug,70.28,63.98,62.26,56.21,Critical
18,Mangol Puri,Commercial,2021,9,Sep,70.14,64.1,62.26,56.21,Critical
18,Mangol Puri,Commercial,2021,10,Oct,69.76,63.43,62.26,56.21,Critical
18,Mangol Puri,Commercial,2021,11,Nov,69.82,63.45,62.26,56.21,Critical
18,Mangol Puri,Commercial,2021,12,Dec,69.34,63.48,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,1,Jan,73.16,66.66,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,2,Feb,73.67,66.41,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,3,Mar,74.29,66.28,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,4,Apr,74.76,66.8,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,5,May,74.91,66.7,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,6,Jun,74.22,67.47,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,7,Jul,74.79,66.85,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,8,Aug,73.99,67.26,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,9,Sep,73.66,67.21,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,10,Oct,73.98,67.11,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,11,Nov,73.91,66.8,62.26,56.21,Critical
18,Mangol Puri,Commercial,2022,12,Dec,73.32,66.27,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,1,Jan,74.36,66.62,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,2,Feb,74.84,66.87,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,3,Mar,74.95,67.02,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,4,Apr,74.32,67.46,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,5,May,76.61,67.96,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,6,Jun,75.83,67.84,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,7,Jul,75.65,67.98,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,8,Aug,74.87,67.95,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,9,Sep,75.43,67.64,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,10,Oct,75.52,67.63,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,11,Nov,75.31,67.5,62.26,56.21,Critical
18,Mangol Puri,Commercial,2023,12,Dec,74.4,66.85,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,1,Jan,75.38,68.18,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,2,Feb,75.04,67.38,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,3,Mar,76.11,68.14,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,4,Apr,76.41,68.39,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,5,May,76.55,68.97,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,6,Jun,76.2,68.47,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,7,Jul,76.6,68.13,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,8,Aug,76.27,68.92,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,9,Sep,76.15,68.29,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,10,Oct,75.84,68.24,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,11,Nov,75.89,68.02,62.26,56.21,Critical
18,Mangol Puri,Commercial,2024,12,Dec,76.05,67.99,62.26,56.21,Critical
19,Meera Bagh,Residential,2020,1,Jan,66.63,60.04,60.76,53.71,High
19,Meera Bagh,Residential,2020,2,Feb,67.47,60.41,60.76,53.71,High
19,Meera Bagh,Residential,2020,3,Mar,68.4,60.07,60.76,53.71,High
19,Meera Bagh,Residential,2020,4,Apr,67.75,60.19,60.76,53.71,High
19,Meera Bagh,Residential,2020,5,May,68.28,60.91,60.76,53.71,High
19,Meera Bagh,Residential,2020,6,Jun,68.96,60.95,60.76,53.71,High
19,Meera Bagh,Residential,2020,7,Jul,68.24,60.92,60.76,53.71,High
19,Meera Bagh,Residential,2020,8,Aug,67.74,61.3,60.76,53.71,High
19,Meera Bagh,Residential,2020,9,Sep,67.23,60.53,60.76,53.71,High
19,Meera Bagh,Residential,2020,10,Oct,68.88,60.67,60.76,53.71,High
19,Meera Bagh,Residential,2020,11,Nov,67.69,60.26,60.76,53.71,High
19,Meera Bagh,Residential,2020,12,Dec,67.2,60.48,60.76,53.71,High
19,Meera Bagh,Residential,2021,1,Jan,68.19,61.93,60.76,53.71,High
19,Meera Bagh,Residential,2021,2,Feb,68.7,61.49,60.76,53.71,High
19,Meera Bagh,Residential,2021,3,Mar,69.6,62.05,60.76,53.71,High
19,Meera Bagh,Residential,2021,4,Apr,69.43,62.21,60.76,53.71,High
19,Meera Bagh,Residential,2021,5,May,71.18,61.86,60.76,53.71,Critical
19,Meera Bagh,Residential,2021,6,Jun,70.65,62.27,60.76,53.71,Critical
19,Meera Bagh,Residential,2021,7,Jul,70.54,62.38,60.76,53.71,Critical
19,Meera Bagh,Residential,2021,8,Aug,69.81,62.32,60.76,53.71,Critical
19,Meera Bagh,Residential,2021,9,Sep,70.59,61.91,60.76,53.71,Critical
19,Meera Bagh,Residential,2021,10,Oct,70.36,61.78,60.76,53.71,Critical
19,Meera Bagh,Residential,2021,11,Nov,69.39,62.01,60.76,53.71,High
19,Meera Bagh,Residential,2021,12,Dec,69.86,61.68,60.76,53.71,High
19,Meera Bagh,Residential,2022,1,Jan,71.14,63.07,60.76,53.71,Critical
19,Meera Bagh,Residential,2022,2,Feb,70.97,63.35,60.76,53.71,Critical
19,Meera Bagh,Residential,2022,3,Mar,72.32,63.33,60.76,53.71,Critical
19,Meera Bagh,Residential,2022,4,Apr,72.08,63.75,60.76,53.71,Critical
19,Meera Bagh,Residential,2022,5,May,72.4,63.85,60.76,53.71,Critical
19,Meera Bagh,Residential,2022,6,Jun,73.61,64.0,60.76,53.71,Critical
19,Meera Bagh,Residential,2022,7,Jul,72.43,63.78,60.76,53.71,Critical
19,Meera Bagh,Residential,2022,8,Aug,72.57,63.72,60.76,53.71,Critical
19,Meera Bagh,Residential,2022,9,Sep,71.81,63.97,60.76,53.71,Critical
19,Meera Bagh,Residential,2022,10,Oct,72.84,63.59,60.76,53.71,Critical
19,Meera Bagh,Residential,2022,11,Nov,71.22,63.77,60.76,53.71,Critical
19,Meera Bagh,Residential,2022,12,Dec,71.2,63.41,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,1,Jan,71.08,63.84,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,2,Feb,71.59,63.89,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,3,Mar,72.58,63.68,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,4,Apr,72.71,64.38,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,5,May,73.21,64.55,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,6,Jun,74.16,64.1,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,7,Jul,73.82,64.5,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,8,Aug,72.51,63.87,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,9,Sep,72.59,64.35,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,10,Oct,72.82,64.72,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,11,Nov,71.99,63.97,60.76,53.71,Critical
19,Meera Bagh,Residential,2023,12,Dec,71.57,63.78,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,1,Jan,72.92,63.84,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,2,Feb,71.73,64.13,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,3,Mar,73.44,64.49,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,4,Apr,74.06,64.25,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,5,May,74.14,65.13,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,6,Jun,73.36,65.07,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,7,Jul,73.67,64.85,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,8,Aug,73.71,64.52,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,9,Sep,73.1,64.48,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,10,Oct,73.14,64.34,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,11,Nov,73.54,64.03,60.76,53.71,Critical
19,Meera Bagh,Residential,2024,12,Dec,73.04,64.21,60.76,53.71,Critical
20,Mehrauli,Residential,2020,1,Jan,67.75,61.58,61.92,55.25,High
20,Mehrauli,Residential,2020,2,Feb,69.12,61.59,61.92,55.25,High
20,Mehrauli,Residential,2020,3,Mar,68.95,62.32,61.92,55.25,High
20,Mehrauli,Residential,2020,4,Apr,69.75,62.3,61.92,55.25,Critical
20,Mehrauli,Residential,2020,5,May,69.5,63.01,61.92,55.25,Critical
20,Mehrauli,Residential,2020,6,Jun,70.64,63.07,61.92,55.25,Critical
20,Mehrauli,Residential,2020,7,Jul,69.77,62.44,61.92,55.25,Critical
20,Mehrauli,Residential,2020,8,Aug,69.11,62.64,61.92,55.25,High
20,Mehrauli,Residential,2020,9,Sep,69.41,62.7,61.92,55.25,Critical
20,Mehrauli,Residential,2020,10,Oct,69.7,62.03,61.92,55.25,High
20,Mehrauli,Residential,2020,11,Nov,69.56,61.88,61.92,55.25,High
20,Mehrauli,Residential,2020,12,Dec,68.49,61.96,61.92,55.25,High
20,Mehrauli,Residential,2021,1,Jan,71.24,64.21,61.92,55.25,Critical
20,Mehrauli,Residential,2021,2,Feb,70.88,63.33,61.92,55.25,Critical
20,Mehrauli,Residential,2021,3,Mar,71.35,63.95,61.92,55.25,Critical
20,Mehrauli,Residential,2021,4,Apr,71.31,64.42,61.92,55.25,Critical
20,Mehrauli,Residential,2021,5,May,71.83,64.23,61.92,55.25,Critical
20,Mehrauli,Residential,2021,6,Jun,72.21,64.41,61.92,55.25,Critical
20,Mehrauli,Residential,2021,7,Jul,72.08,63.99,61.92,55.25,Critical
20,Mehrauli,Residential,2021,8,Aug,71.22,63.65,61.92,55.25,Critical
20,Mehrauli,Residential,2021,9,Sep,71.42,64.01,61.92,55.25,Critical
20,Mehrauli,Residential,2021,10,Oct,71.62,64.48,61.92,55.25,Critical
20,Mehrauli,Residential,2021,11,Nov,71.14,63.88,61.92,55.25,Critical
20,Mehrauli,Residential,2021,12,Dec,70.2,63.26,61.92,55.25,Critical
20,Mehrauli,Residential,2022,1,Jan,72.92,65.13,61.92,55.25,Critical
20,Mehrauli,Residential,2022,2,Feb,72.72,64.96,61.92,55.25,Critical
20,Mehrauli,Residential,2022,3,Mar,72.73,65.17,61.92,55.25,Critical
20,Mehrauli,Residential,2022,4,Apr,74.0,65.65,61.92,55.25,Critical
20,Mehrauli,Residential,2022,5,May,74.14,65.69,61.92,55.25,Critical
20,Mehrauli,Residential,2022,6,Jun,74.14,65.68,61.92,55.25,Critical
20,Mehrauli,Residential,2022,7,Jul,74.22,65.91,61.92,55.25,Critical
20,Mehrauli,Residential,2022,8,Aug,73.84,65.42,61.92,55.25,Critical
20,Mehrauli,Residential,2022,9,Sep,72.58,65.71,61.92,55.25,Critical
20,Mehrauli,Residential,2022,10,Oct,73.45,65.32,61.92,55.25,Critical
20,Mehrauli,Residential,2022,11,Nov,73.62,65.16,61.92,55.25,Critical
20,Mehrauli,Residential,2022,12,Dec,73.26,65.17,61.92,55.25,Critical
20,Mehrauli,Residential,2023,1,Jan,73.51,64.97,61.92,55.25,Critical
20,Mehrauli,Residential,2023,2,Feb,73.92,65.56,61.92,55.25,Critical
20,Mehrauli,Residential,2023,3,Mar,73.79,65.82,61.92,55.25,Critical
20,Mehrauli,Residential,2023,4,Apr,73.53,66.1,61.92,55.25,Critical
20,Mehrauli,Residential,2023,5,May,74.13,65.77,61.92,55.25,Critical
20,Mehrauli,Residential,2023,6,Jun,74.13,66.71,61.92,55.25,Critical
20,Mehrauli,Residential,2023,7,Jul,74.29,66.74,61.92,55.25,Critical
20,Mehrauli,Residential,2023,8,Aug,74.03,65.57,61.92,55.25,Critical
20,Mehrauli,Residential,2023,9,Sep,73.59,66.25,61.92,55.25,Critical
20,Mehrauli,Residential,2023,10,Oct,74.18,65.92,61.92,55.25,Critical
20,Mehrauli,Residential,2023,11,Nov,74.0,65.93,61.92,55.25,Critical
20,Mehrauli,Residential,2023,12,Dec,73.89,65.91,61.92,55.25,Critical
20,Mehrauli,Residential,2024,1,Jan,73.8,65.38,61.92,55.25,Critical
20,Mehrauli,Residential,2024,2,Feb,73.97,65.96,61.92,55.25,Critical
20,Mehrauli,Residential,2024,3,Mar,74.25,65.89,61.92,55.25,Critical
20,Mehrauli,Residential,2024,4,Apr,75.08,66.37,61.92,55.25,Critical
20,Mehrauli,Residential,2024,5,May,75.25,66.35,61.92,55.25,Critical
20,Mehrauli,Residential,2024,6,Jun,75.35,66.5,61.92,55.25,Critical
20,Mehrauli,Residential,2024,7,Jul,75.6,66.99,61.92,55.25,Critical
20,Mehrauli,Residential,2024,8,Aug,74.2,66.2,61.92,55.25,Critical
20,Mehrauli,Residential,2024,9,Sep,74.14,66.08,61.92,55.25,Critical
20,Mehrauli,Residential,2024,10,Oct,74.91,66.05,61.92,55.25,Critical
20,Mehrauli,Residential,2024,11,Nov,74.27,65.88,61.92,55.25,Critical
20,Mehrauli,Residential,2024,12,Dec,74.22,65.9,61.92,55.25,Critical
21,Moti Bagh,Residential,2020,1,Jan,65.83,57.64,59.95,51.69,High
21,Moti Bagh,Residential,2020,2,Feb,66.1,57.61,59.95,51.69,High
21,Moti Bagh,Residential,2020,3,Mar,67.49,58.39,59.95,51.69,High
21,Moti Bagh,Residential,2020,4,Apr,66.6,58.44,59.95,51.69,High
21,Moti Bagh,Residential,2020,5,May,67.74,58.05,59.95,51.69,High
21,Moti Bagh,Residential,2020,6,Jun,67.95,59.05,59.95,51.69,High
21,Moti Bagh,Residential,2020,7,Jul,66.97,58.21,59.95,51.69,High
21,Moti Bagh,Residential,2020,8,Aug,67.53,58.37,59.95,51.69,High
21,Moti Bagh,Residential,2020,9,Sep,67.14,58.19,59.95,51.69,High
21,Moti Bagh,Residential,2020,10,Oct,67.28,57.89,59.95,51.69,High
21,Moti Bagh,Residential,2020,11,Nov,67.24,58.34,59.95,51.69,High
21,Moti Bagh,Residential,2020,12,Dec,66.23,57.68,59.95,51.69,High
21,Moti Bagh,Residential,2021,1,Jan,67.51,59.24,59.95,51.69,High
21,Moti Bagh,Residential,2021,2,Feb,68.55,59.17,59.95,51.69,High
21,Moti Bagh,Residential,2021,3,Mar,69.27,59.39,59.95,51.69,High
21,Moti Bagh,Residential,2021,4,Apr,69.35,59.38,59.95,51.69,High
21,Moti Bagh,Residential,2021,5,May,69.41,59.84,59.95,51.69,High
21,Moti Bagh,Residential,2021,6,Jun,69.71,59.98,59.95,51.69,High
21,Moti Bagh,Residential,2021,7,Jul,69.37,60.24,59.95,51.69,High
21,Moti Bagh,Residential,2021,8,Aug,68.95,59.31,59.95,51.69,High
21,Moti Bagh,Residential,2021,9,Sep,69.62,60.0,59.95,51.69,High
21,Moti Bagh,Residential,2021,10,Oct,68.6,60.0,59.95,51.69,High
21,Moti Bagh,Residential,2021,11,Nov,68.62,59.57,59.95,51.69,High
21,Moti Bagh,Residential,2021,12,Dec,68.44,59.12,59.95,51.69,High
21,Moti Bagh,Residential,2022,1,Jan,70.01,60.48,59.95,51.69,High
21,Moti Bagh,Residential,2022,2,Feb,70.15,60.54,59.95,51.69,High
21,Moti Bagh,Residential,2022,3,Mar,70.99,60.88,59.95,51.69,High
21,Moti Bagh,Residential,2022,4,Apr,71.59,61.74,59.95,51.69,Critical
21,Moti Bagh,Residential,2022,5,May,71.39,61.56,59.95,51.69,Critical
21,Moti Bagh,Residential,2022,6,Jun,72.02,61.83,59.95,51.69,Critical
21,Moti Bagh,Residential,2022,7,Jul,71.65,61.81,59.95,51.69,Critical
21,Moti Bagh,Residential,2022,8,Aug,71.51,61.02,59.95,51.69,Critical
21,Moti Bagh,Residential,2022,9,Sep,71.47,61.46,59.95,51.69,Critical
21,Moti Bagh,Residential,2022,10,Oct,71.01,61.4,59.95,51.69,Critical
21,Moti Bagh,Residential,2022,11,Nov,71.29,61.03,59.95,51.69,Critical
21,Moti Bagh,Residential,2022,12,Dec,70.95,61.5,59.95,51.69,Critical
21,Moti Bagh,Residential,2023,1,Jan,70.61,60.78,59.95,51.69,High
21,Moti Bagh,Residential,2023,2,Feb,71.24,61.51,59.95,51.69,Critical
21,Moti Bagh,Residential,2023,3,Mar,71.53,62.03,59.95,51.69,Critical
21,Moti Bagh,Residential,2023,4,Apr,71.38,62.0,59.95,51.69,Critical
21,Moti Bagh,Residential,2023,5,May,71.98,62.51,59.95,51.69,Critical
21,Moti Bagh,Residential,2023,6,Jun,73.22,61.96,59.95,51.69,Critical
21,Moti Bagh,Residential,2023,7,Jul,72.0,62.35,59.95,51.69,Critical
21,Moti Bagh,Residential,2023,8,Aug,71.77,61.88,59.95,51.69,Critical
21,Moti Bagh,Residential,2023,9,Sep,71.73,61.11,59.95,51.69,Critical
21,Moti Bagh,Residential,2023,10,Oct,71.91,61.68,59.95,51.69,Critical
21,Moti Bagh,Residential,2023,11,Nov,71.42,62.02,59.95,51.69,Critical
21,Moti Bagh,Residential,2023,12,Dec,70.62,61.53,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,1,Jan,71.51,61.51,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,2,Feb,72.14,61.79,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,3,Mar,72.55,62.28,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,4,Apr,72.49,62.01,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,5,May,72.49,62.14,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,6,Jun,74.3,62.96,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,7,Jul,72.38,62.09,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,8,Aug,72.81,62.45,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,9,Sep,72.64,62.01,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,10,Oct,72.57,62.39,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,11,Nov,72.35,61.32,59.95,51.69,Critical
21,Moti Bagh,Residential,2024,12,Dec,71.73,61.43,59.95,51.69,Critical
22,Moti Nagar,Residential,2020,1,Jan,67.98,62.47,61.47,55.07,High
22,Moti Nagar,Residential,2020,2,Feb,68.26,61.58,61.47,55.07,High
22,Moti Nagar,Residential,2020,3,Mar,68.98,62.11,61.47,55.07,High
22,Moti Nagar,Residential,2020,4,Apr,69.08,62.35,61.47,55.07,High
22,Moti Nagar,Residential,2020,5,May,70.03,62.03,61.47,55.07,Critical
22,Moti Nagar,Residential,2020,6,Jun,69.6,62.29,61.47,55.07,High
22,Moti Nagar,Residential,2020,7,Jul,69.43,62.19,61.47,55.07,High
22,Moti Nagar,Residential,2020,8,Aug,68.74,62.18,61.47,55.07,High
22,Moti Nagar,Residential,2020,9,Sep,69.1,62.35,61.47,55.07,High
22,Moti Nagar,Residential,2020,10,Oct,68.41,62.29,61.47,55.07,High
22,Moti Nagar,Residential,2020,11,Nov,68.33,61.59,61.47,55.07,High
22,Moti Nagar,Residential,2020,12,Dec,68.02,61.58,61.47,55.07,High
22,Moti Nagar,Residential,2021,1,Jan,70.88,63.2,61.47,55.07,Critical
22,Moti Nagar,Residential,2021,2,Feb,69.56,63.0,61.47,55.07,Critical
22,Moti Nagar,Residential,2021,3,Mar,71.02,64.1,61.47,55.07,Critical
22,Moti Nagar,Residential,2021,4,Apr,70.28,63.11,61.47,55.07,Critical
22,Moti Nagar,Residential,2021,5,May,71.96,63.99,61.47,55.07,Critical
22,Moti Nagar,Residential,2021,6,Jun,71.06,64.23,61.47,55.07,Critical
22,Moti Nagar,Residential,2021,7,Jul,70.16,63.97,61.47,55.07,Critical
22,Moti Nagar,Residential,2021,8,Aug,71.04,64.05,61.47,55.07,Critical
22,Moti Nagar,Residential,2021,9,Sep,70.3,63.6,61.47,55.07,Critical
22,Moti Nagar,Residential,2021,10,Oct,70.54,63.85,61.47,55.07,Critical
22,Moti Nagar,Residential,2021,11,Nov,70.25,63.35,61.47,55.07,Critical
22,Moti Nagar,Residential,2021,12,Dec,69.71,63.37,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,1,Jan,72.45,64.6,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,2,Feb,72.33,64.34,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,3,Mar,72.69,65.05,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,4,Apr,74.16,64.94,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,5,May,74.0,65.77,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,6,Jun,73.72,66.2,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,7,Jul,73.56,65.69,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,8,Aug,73.09,65.74,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,9,Sep,73.35,64.98,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,10,Oct,72.58,65.31,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,11,Nov,72.49,65.05,61.47,55.07,Critical
22,Moti Nagar,Residential,2022,12,Dec,72.8,64.63,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,1,Jan,72.69,65.19,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,2,Feb,73.25,64.6,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,3,Mar,73.17,65.63,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,4,Apr,74.19,65.62,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,5,May,73.26,66.16,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,6,Jun,73.96,65.81,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,7,Jul,73.76,66.01,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,8,Aug,73.47,65.21,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,9,Sep,73.87,66.05,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,10,Oct,73.97,65.53,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,11,Nov,73.33,65.57,61.47,55.07,Critical
22,Moti Nagar,Residential,2023,12,Dec,73.15,65.47,61.47,55.07,Critical
22,Moti Nagar,Residential,2024,1,Jan,73.12,65.59,61.47,55.07,Critical
22,Moti Nagar,Residential,2024,2,Feb,73.79,66.11,61.47,55.07,Critical
22,Moti Nagar,Residential,2024,3,Mar,74.39,66.21,61.47,55.07,Critical
22,Moti Nagar,Residential,2024,4,Apr,74.44,66.59,61.47,55.07,Critical
22,Moti Nagar,Residential,2024,5,May,74.87,66.11,61.47,55.07,Critical
22,Moti Nagar,Residential,2024,6,Jun,75.47,66.78,61.47,55.07,Critical
