S_No,Location,City,Zone_Type,DPCC_Day_Std_dB,DPCC_Night_Std_dB,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Excess_Day_dB,Excess_Night_dB,Zone_Category
32,Patel Nagar,Delhi,Residential,55,45,2020,2,Feb,63.09,52.44,8.09,7.44,High
32,Patel Nagar,Delhi,Residential,55,45,2020,3,Mar,63.94,53.32,8.94,8.32,High
32,Patel Nagar,Delhi,Residential,55,45,2020,4,Apr,64.62,53.61,9.62,8.61,High
32,Patel Nagar,Delhi,Residential,55,45,2020,5,May,64.5,53.14,9.5,8.14,High
32,Patel Nagar,Delhi,Residential,55,45,2020,6,Jun,65.21,53.63,10.21,8.63,High
32,Patel Nagar,Delhi,Residential,55,45,2020,7,Jul,64.1,53.53,9.1,8.53,High
32,Patel Nagar,Delhi,Residential,55,45,2020,8,Aug,64.5,53.28,9.5,8.28,High
32,Patel Nagar,Delhi,Residential,55,45,2020,9,Sep,63.99,53.17,8.99,8.17,High
32,Patel Nagar,Delhi,Residential,55,45,2020,10,Oct,64.21,53.13,9.21,8.13,High
32,Patel Nagar,Delhi,Residential,55,45,2020,11,Nov,63.82,53.2,8.82,8.2,High
32,Patel Nagar,Delhi,Residential,55,45,2020,12,Dec,63.48,52.73,8.48,7.73,High
32,Patel Nagar,Delhi,Residential,55,45,2021,1,Jan,64.45,53.76,9.45,8.76,High
32,Patel Nagar,Delhi,Residential,55,45,2021,2,Feb,64.36,54.04,9.36,9.04,High
32,Patel Nagar,Delhi,Residential,55,45,2021,3,Mar,65.86,54.11,10.86,9.11,High
32,Patel Nagar,Delhi,Residential,55,45,2021,4,Apr,65.75,54.67,10.75,9.67,High
32,Patel Nagar,Delhi,Residential,55,45,2021,5,May,66.51,54.71,11.51,9.71,High
32,Patel Nagar,Delhi,Residential,55,45,2021,6,Jun,66.23,54.61,11.23,9.61,High
32,Patel Nagar,Delhi,Residential,55,45,2021,7,Jul,66.03,55.11,11.03,10.11,High
32,Patel Nagar,Delhi,Residential,55,45,2021,8,Aug,65.77,54.5,10.77,9.5,High
32,Patel Nagar,Delhi,Residential,55,45,2021,9,Sep,65.58,54.4,10.58,9.4,High
32,Patel Nagar,Delhi,Residential,55,45,2021,10,Oct,65.5,54.76,10.5,9.76,High
32,Patel Nagar,Delhi,Residential,55,45,2021,11,Nov,65.46,54.3,10.46,9.3,High
32,Patel Nagar,Delhi,Residential,55,45,2021,12,Dec,64.56,54.16,9.56,9.16,High
32,Patel Nagar,Delhi,Residential,55,45,2022,1,Jan,65.87,54.39,10.87,9.39,High
32,Patel Nagar,Delhi,Residential,55,45,2022,2,Feb,66.15,54.6,11.15,9.6,High
32,Patel Nagar,Delhi,Residential,55,45,2022,3,Mar,66.3,54.95,11.3,9.95,High
32,Patel Nagar,Delhi,Residential,55,45,2022,4,Apr,66.46,55.39,11.46,10.39,High
32,Patel Nagar,Delhi,Residential,55,45,2022,5,May,66.74,55.25,11.74,10.25,High
32,Patel Nagar,Delhi,Residential,55,45,2022,6,Jun,66.88,55.68,11.88,10.68,High
32,Patel Nagar,Delhi,Residential,55,45,2022,7,Jul,66.96,55.33,11.96,10.33,High
32,Patel Nagar,Delhi,Residential,55,45,2022,8,Aug,66.44,54.97,11.44,9.97,High
32,Patel Nagar,Delhi,Residential,55,45,2022,9,Sep,66.62,54.99,11.62,9.99,High
32,Patel Nagar,Delhi,Residential,55,45,2022,10,Oct,66.78,55.12,11.78,10.12,High
32,Patel Nagar,Delhi,Residential,55,45,2022,11,Nov,66.45,55.26,11.45,10.26,High
32,Patel Nagar,Delhi,Residential,55,45,2022,12,Dec,65.95,54.52,10.95,9.52,High
32,Patel Nagar,Delhi,Residential,55,45,2023,1,Jan,66.16,54.75,11.16,9.75,High
32,Patel Nagar,Delhi,Residential,55,45,2023,2,Feb,66.3,54.93,11.3,9.93,High
32,Patel Nagar,Delhi,Residential,55,45,2023,3,Mar,66.86,55.44,11.86,10.44,High
32,Patel Nagar,Delhi,Residential,55,45,2023,4,Apr,67.05,55.4,12.05,10.4,High
32,Patel Nagar,Delhi,Residential,55,45,2023,5,May,67.25,55.48,12.25,10.48,High
32,Patel Nagar,Delhi,Residential,55,45,2023,6,Jun,67.5,56.03,12.5,11.03,High
32,Patel Nagar,Delhi,Residential,55,45,2023,7,Jul,67.18,55.8,12.18,10.8,High
32,Patel Nagar,Delhi,Residential,55,45,2023,8,Aug,67.11,55.11,12.11,10.11,High
32,Patel Nagar,Delhi,Residential,55,45,2023,9,Sep,67.06,55.56,12.06,10.56,High
32,Patel Nagar,Delhi,Residential,55,45,2023,10,Oct,66.85,55.68,11.85,10.68,High
32,Patel Nagar,Delhi,Residential,55,45,2023,11,Nov,66.59,55.32,11.59,10.32,High
32,Patel Nagar,Delhi,Residential,55,45,2023,12,Dec,65.88,54.54,10.88,9.54,High
32,Patel Nagar,Delhi,Residential,55,45,2024,1,Jan,66.5,55.18,11.5,10.18,High
32,Patel Nagar,Delhi,Residential,55,45,2024,2,Feb,66.7,55.16,11.7,10.16,High
32,Patel Nagar,Delhi,Residential,55,45,2024,3,Mar,67.3,55.85,12.3,10.85,High
32,Patel Nagar,Delhi,Residential,55,45,2024,4,Apr,67.79,56.04,12.79,11.04,High
32,Patel Nagar,Delhi,Residential,55,45,2024,5,May,67.93,56.43,12.93,11.43,High
32,Patel Nagar,Delhi,Residential,55,45,2024,6,Jun,68.01,56.5,13.01,11.5,High
32,Patel Nagar,Delhi,Residential,55,45,2024,7,Jul,68.2,56.2,13.2,11.2,High
32,Patel Nagar,Delhi,Residential,55,45,2024,8,Aug,67.55,55.79,12.55,10.79,High
32,Patel Nagar,Delhi,Residential,55,45,2024,9,Sep,67.66,55.52,12.66,10.52,High
32,Patel Nagar,Delhi,Residential,55,45,2024,10,Oct,67.36,55.92,12.36,10.92,High
32,Patel Nagar,Delhi,Residential,55,45,2024,11,Nov,67.61,55.78,12.61,10.78,High
32,Patel Nagar,Delhi,Residential,55,45,2024,12,Dec,66.46,55.24,11.46,10.24,High
33,Prehladpur,Delhi,Residential,55,45,2020,1,Jan,61.35,50.86,6.35,5.86,High
33,Prehladpur,Delhi,Residential,55,45,2020,2,Feb,61.94,50.93,6.94,5.93,High
33,Prehladpur,Delhi,Residential,55,45,2020,3,Mar,62.7,51.77,7.7,6.77,High
33,Prehladpur,Delhi,Residential,55,45,2020,4,Apr,62.97,51.71,7.97,6.71,High
33,Prehladpur,Delhi,Residential,55,45,2020,5,May,62.96,51.71,7.96,6.71,High
33,Prehladpur,Delhi,Residential,55,45,2020,6,Jun,63.07,52.3,8.07,7.3,High
33,Prehladpur,Delhi,Residential,55,45,2020,7,Jul,63.12,51.68,8.12,6.68,High
33,Prehladpur,Delhi,Residential,55,45,2020,8,Aug,62.41,51.67,7.41,6.67,High
33,Prehladpur,Delhi,Residential,55,45,2020,9,Sep,61.95,51.72,6.95,6.72,High
33,Prehladpur,Delhi,Residential,55,45,2020,10,Oct,62.32,51.76,7.32,6.76,High
33,Prehladpur,Delhi,Residential,55,45,2020,11,Nov,62.09,51.34,7.09,6.34,High
33,Prehladpur,Delhi,Residential,55,45,2020,12,Dec,61.6,51.06,6.6,6.06,High
33,Prehladpur,Delhi,Residential,55,45,2021,1,Jan,62.81,52.05,7.81,7.05,High
33,Prehladpur,Delhi,Residential,55,45,2021,2,Feb,63.18,52.73,8.18,7.73,High
33,Prehladpur,Delhi,Residential,55,45,2021,3,Mar,63.73,53.0,8.73,8.0,High
33,Prehladpur,Delhi,Residential,55,45,2021,4,Apr,63.75,53.03,8.75,8.03,High
33,Prehladpur,Delhi,Residential,55,45,2021,5,May,64.13,52.9,9.13,7.9,High
33,Prehladpur,Delhi,Residential,55,45,2021,6,Jun,64.42,53.64,9.42,8.64,High
33,Prehladpur,Delhi,Residential,55,45,2021,7,Jul,64.44,53.15,9.44,8.15,High
33,Prehladpur,Delhi,Residential,55,45,2021,8,Aug,63.52,52.86,8.52,7.86,High
33,Prehladpur,Delhi,Residential,55,45,2021,9,Sep,63.78,52.84,8.78,7.84,High
33,Prehladpur,Delhi,Residential,55,45,2021,10,Oct,63.44,52.82,8.44,7.82,High
33,Prehladpur,Delhi,Residential,55,45,2021,11,Nov,63.58,52.81,8.58,7.81,High
33,Prehladpur,Delhi,Residential,55,45,2021,12,Dec,62.45,52.27,7.45,7.27,High
33,Prehladpur,Delhi,Residential,55,45,2022,1,Jan,63.94,53.07,8.94,8.07,High
33,Prehladpur,Delhi,Residential,55,45,2022,2,Feb,64.27,53.22,9.27,8.22,High
33,Prehladpur,Delhi,Residential,55,45,2022,3,Mar,64.5,53.12,9.5,8.12,High
33,Prehladpur,Delhi,Residential,55,45,2022,4,Apr,65.0,53.9,10.0,8.9,High
33,Prehladpur,Delhi,Residential,55,45,2022,5,May,65.75,54.04,10.75,9.04,High
33,Prehladpur,Delhi,Residential,55,45,2022,6,Jun,65.71,54.18,10.71,9.18,High
33,Prehladpur,Delhi,Residential,55,45,2022,7,Jul,65.06,53.77,10.06,8.77,High
33,Prehladpur,Delhi,Residential,55,45,2022,8,Aug,65.32,53.41,10.32,8.41,High
33,Prehladpur,Delhi,Residential,55,45,2022,9,Sep,65.1,53.44,10.1,8.44,High
33,Prehladpur,Delhi,Residential,55,45,2022,10,Oct,65.23,53.42,10.23,8.42,High
33,Prehladpur,Delhi,Residential,55,45,2022,11,Nov,64.75,53.25,9.75,8.25,High
33,Prehladpur,Delhi,Residential,55,45,2022,12,Dec,63.65,53.04,8.65,8.04,High
33,Prehladpur,Delhi,Residential,55,45,2023,1,Jan,64.55,53.03,9.55,8.03,High
33,Prehladpur,Delhi,Residential,55,45,2023,2,Feb,64.13,53.38,9.13,8.38,High
33,Prehladpur,Delhi,Residential,55,45,2023,3,Mar,65.08,53.91,10.08,8.91,High
33,Prehladpur,Delhi,Residential,55,45,2023,4,Apr,65.74,53.99,10.74,8.99,High
33,Prehladpur,Delhi,Residential,55,45,2023,5,May,66.26,54.24,11.26,9.24,High
33,Prehladpur,Delhi,Residential,55,45,2023,6,Jun,65.91,54.08,10.91,9.08,High
33,Prehladpur,Delhi,Residential,55,45,2023,7,Jul,65.53,54.03,10.53,9.03,High
33,Prehladpur,Delhi,Residential,55,45,2023,8,Aug,65.54,53.99,10.54,8.99,High
33,Prehladpur,Delhi,Residential,55,45,2023,9,Sep,64.81,53.83,9.81,8.83,High
33,Prehladpur,Delhi,Residential,55,45,2023,10,Oct,65.47,54.31,10.47,9.31,High
33,Prehladpur,Delhi,Residential,55,45,2023,11,Nov,65.22,53.85,10.22,8.85,High
33,Prehladpur,Delhi,Residential,55,45,2023,12,Dec,64.42,53.38,9.42,8.38,High
33,Prehladpur,Delhi,Residential,55,45,2024,1,Jan,65.11,53.33,10.11,8.33,High
33,Prehladpur,Delhi,Residential,55,45,2024,2,Feb,64.91,53.65,9.91,8.65,High
33,Prehladpur,Delhi,Residential,55,45,2024,3,Mar,65.69,54.45,10.69,9.45,High
33,Prehladpur,Delhi,Residential,55,45,2024,4,Apr,65.85,53.92,10.85,8.92,High
33,Prehladpur,Delhi,Residential,55,45,2024,5,May,66.2,54.78,11.2,9.78,High
33,Prehladpur,Delhi,Residential,55,45,2024,6,Jun,66.63,54.89,11.63,9.89,High
33,Prehladpur,Delhi,Residential,55,45,2024,7,Jul,66.03,54.24,11.03,9.24,High
33,Prehladpur,Delhi,Residential,55,45,2024,8,Aug,65.93,54.13,10.93,9.13,High
33,Prehladpur,Delhi,Residential,55,45,2024,9,Sep,66.15,54.31,11.15,9.31,High
33,Prehladpur,Delhi,Residential,55,45,2024,10,Oct,65.65,54.28,10.65,9.28,High
33,Prehladpur,Delhi,Residential,55,45,2024,11,Nov,65.48,54.05,10.48,9.05,High
33,Prehladpur,Delhi,Residential,55,45,2024,12,Dec,65.18,53.74,10.18,8.74,High
34,R.K. Puram,Delhi,Residential,55,45,2020,1,Jan,61.92,51.78,6.92,6.78,High
34,R.K. Puram,Delhi,Residential,55,45,2020,2,Feb,62.31,51.75,7.31,6.75,High
34,R.K. Puram,Delhi,Residential,55,45,2020,3,Mar,62.75,52.07,7.75,7.07,High
34,R.K. Puram,Delhi,Residential,55,45,2020,4,Apr,63.38,51.82,8.38,6.82,High
34,R.K. Puram,Delhi,Residential,55,45,2020,5,May,64.1,52.66,9.1,7.66,High
34,R.K. Puram,Delhi,Residential,55,45,2020,6,Jun,63.7,52.38,8.7,7.38,High
34,R.K. Puram,Delhi,Residential,55,45,2020,7,Jul,63.49,52.32,8.49,7.32,High
34,R.K. Puram,Delhi,Residential,55,45,2020,8,Aug,63.19,52.14,8.19,7.14,High
34,R.K. Puram,Delhi,Residential,55,45,2020,9,Sep,63.03,52.29,8.03,7.29,High
34,R.K. Puram,Delhi,Residential,55,45,2020,10,Oct,63.24,51.99,8.24,6.99,High
34,R.K. Puram,Delhi,Residential,55,45,2020,11,Nov,63.14,52.23,8.14,7.23,High
34,R.K. Puram,Delhi,Residential,55,45,2020,12,Dec,62.99,51.28,7.99,6.28,High
34,R.K. Puram,Delhi,Residential,55,45,2021,1,Jan,63.56,52.18,8.56,7.18,High
34,R.K. Puram,Delhi,Residential,55,45,2021,2,Feb,63.84,52.69,8.84,7.69,High
34,R.K. Puram,Delhi,Residential,55,45,2021,3,Mar,64.78,53.05,9.78,8.05,High
34,R.K. Puram,Delhi,Residential,55,45,2021,4,Apr,64.28,53.31,9.28,8.31,High
34,R.K. Puram,Delhi,Residential,55,45,2021,5,May,64.51,53.75,9.51,8.75,High
34,R.K. Puram,Delhi,Residential,55,45,2021,6,Jun,64.68,53.81,9.68,8.81,High
34,R.K. Puram,Delhi,Residential,55,45,2021,7,Jul,64.28,53.44,9.28,8.44,High
34,R.K. Puram,Delhi,Residential,55,45,2021,8,Aug,64.91,53.37,9.91,8.37,High
34,R.K. Puram,Delhi,Residential,55,45,2021,9,Sep,64.08,53.19,9.08,8.19,High
34,R.K. Puram,Delhi,Residential,55,45,2021,10,Oct,64.5,53.49,9.5,8.49,High
34,R.K. Puram,Delhi,Residential,55,45,2021,11,Nov,63.86,53.22,8.86,8.22,High
34,R.K. Puram,Delhi,Residential,55,45,2021,12,Dec,62.92,52.57,7.92,7.57,High
34,R.K. Puram,Delhi,Residential,55,45,2022,1,Jan,64.38,53.43,9.38,8.43,High
34,R.K. Puram,Delhi,Residential,55,45,2022,2,Feb,64.71,53.22,9.71,8.22,High
34,R.K. Puram,Delhi,Residential,55,45,2022,3,Mar,65.05,53.94,10.05,8.94,High
34,R.K. Puram,Delhi,Residential,55,45,2022,4,Apr,65.68,53.98,10.68,8.98,High
34,R.K. Puram,Delhi,Residential,55,45,2022,5,May,65.88,54.44,10.88,9.44,High
34,R.K. Puram,Delhi,Residential,55,45,2022,6,Jun,66.07,54.48,11.07,9.48,High
34,R.K. Puram,Delhi,Residential,55,45,2022,7,Jul,66.34,53.92,11.34,8.92,High
34,R.K. Puram,Delhi,Residential,55,45,2022,8,Aug,65.04,54.16,10.04,9.16,High
34,R.K. Puram,Delhi,Residential,55,45,2022,9,Sep,65.13,53.84,10.13,8.84,High
34,R.K. Puram,Delhi,Residential,55,45,2022,10,Oct,65.3,54.05,10.3,9.05,High
34,R.K. Puram,Delhi,Residential,55,45,2022,11,Nov,65.6,53.96,10.6,8.96,High
34,R.K. Puram,Delhi,Residential,55,45,2022,12,Dec,64.82,53.12,9.82,8.12,High
34,R.K. Puram,Delhi,Residential,55,45,2023,1,Jan,64.61,53.03,9.61,8.03,High
34,R.K. Puram,Delhi,Residential,55,45,2023,2,Feb,64.9,53.99,9.9,8.99,High
34,R.K. Puram,Delhi,Residential,55,45,2023,3,Mar,65.83,54.16,10.83,9.16,High
34,R.K. Puram,Delhi,Residential,55,45,2023,4,Apr,66.09,54.26,11.09,9.26,High
34,R.K. Puram,Delhi,Residential,55,45,2023,5,May,66.45,54.75,11.45,9.75,High
34,R.K. Puram,Delhi,Residential,55,45,2023,6,Jun,66.2,54.86,11.2,9.86,High
34,R.K. Puram,Delhi,Residential,55,45,2023,7,Jul,66.43,54.42,11.43,9.42,High
34,R.K. Puram,Delhi,Residential,55,45,2023,8,Aug,66.08,54.86,11.08,9.86,High
34,R.K. Puram,Delhi,Residential,55,45,2023,9,Sep,65.67,54.28,10.67,9.28,High
34,R.K. Puram,Delhi,Residential,55,45,2023,10,Oct,65.72,54.44,10.72,9.44,High
34,R.K. Puram,Delhi,Residential,55,45,2023,11,Nov,65.72,54.14,10.72,9.14,High
34,R.K. Puram,Delhi,Residential,55,45,2023,12,Dec,64.75,53.74,9.75,8.74,High
34,R.K. Puram,Delhi,Residential,55,45,2024,1,Jan,65.77,54.09,10.77,9.09,High
34,R.K. Puram,Delhi,Residential,55,45,2024,2,Feb,65.84,54.15,10.84,9.15,High
34,R.K. Puram,Delhi,Residential,55,45,2024,3,Mar,66.39,54.66,11.39,9.66,High
34,R.K. Puram,Delhi,Residential,55,45,2024,4,Apr,66.36,54.86,11.36,9.86,High
34,R.K. Puram,Delhi,Residential,55,45,2024,5,May,66.65,54.87,11.65,9.87,High
34,R.K. Puram,Delhi,Residential,55,45,2024,6,Jun,67.15,55.26,12.15,10.26,High
34,R.K. Puram,Delhi,Residential,55,45,2024,7,Jul,66.4,55.11,11.4,10.11,High
34,R.K. Puram,Delhi,Residential,55,45,2024,8,Aug,66.54,54.56,11.54,9.56,High
34,R.K. Puram,Delhi,Residential,55,45,2024,9,Sep,65.82,54.57,10.82,9.57,High
34,R.K. Puram,Delhi,Residential,55,45,2024,10,Oct,66.29,54.82,11.29,9.82,High
34,R.K. Puram,Delhi,Residential,55,45,2024,11,Nov,66.01,54.1,11.01,9.1,High
34,R.K. Puram,Delhi,Residential,55,45,2024,12,Dec,65.4,54.04,10.4,9.04,High
35,Rajpura Road,Delhi,Residential,55,45,2020,1,Jan,63.66,52.86,8.66,7.86,High
35,Rajpura Road,Delhi,Residential,55,45,2020,2,Feb,64.12,52.82,9.12,7.82,High
35,Rajpura Road,Delhi,Residential,55,45,2020,3,Mar,64.63,53.56,9.63,8.56,High
35,Rajpura Road,Delhi,Residential,55,45,2020,4,Apr,64.91,53.82,9.91,8.82,High
35,Rajpura Road,Delhi,Residential,55,45,2020,5,May,65.28,53.92,10.28,8.92,High
35,Rajpura Road,Delhi,Residential,55,45,2020,6,Jun,64.93,54.48,9.93,9.48,High
35,Rajpura Road,Delhi,Residential,55,45,2020,7,Jul,64.77,53.94,9.77,8.94,High
35,Rajpura Road,Delhi,Residential,55,45,2020,8,Aug,64.81,53.49,9.81,8.49,High
35,Rajpura Road,Delhi,Residential,55,45,2020,9,Sep,64.45,53.48,9.45,8.48,High
35,Rajpura Road,Delhi,Residential,55,45,2020,10,Oct,64.47,53.81,9.47,8.81,High
35,Rajpura Road,Delhi,Residential,55,45,2020,11,Nov,63.82,53.34,8.82,8.34,High
35,Rajpura Road,Delhi,Residential,55,45,2020,12,Dec,63.94,53.28,8.94,8.28,High
35,Rajpura Road,Delhi,Residential,55,45,2021,1,Jan,64.88,54.25,9.88,9.25,High
35,Rajpura Road,Delhi,Residential,55,45,2021,2,Feb,65.03,54.67,10.03,9.67,High
35,Rajpura Road,Delhi,Residential,55,45,2021,3,Mar,65.65,54.85,10.65,9.85,High
35,Rajpura Road,Delhi,Residential,55,45,2021,4,Apr,66.39,54.84,11.39,9.84,High
35,Rajpura Road,Delhi,Residential,55,45,2021,5,May,66.79,54.89,11.79,9.89,High
35,Rajpura Road,Delhi,Residential,55,45,2021,6,Jun,67.01,55.33,12.01,10.33,High
35,Rajpura Road,Delhi,Residential,55,45,2021,7,Jul,66.14,54.72,11.14,9.72,High
35,Rajpura Road,Delhi,Residential,55,45,2021,8,Aug,65.79,54.69,10.79,9.69,High
35,Rajpura Road,Delhi,Residential,55,45,2021,9,Sep,65.55,54.77,10.55,9.77,High
35,Rajpura Road,Delhi,Residential,55,45,2021,10,Oct,66.14,55.04,11.14,10.04,High
35,Rajpura Road,Delhi,Residential,55,45,2021,11,Nov,65.68,54.48,10.68,9.48,High
35,Rajpura Road,Delhi,Residential,55,45,2021,12,Dec,64.78,54.66,9.78,9.66,High
35,Rajpura Road,Delhi,Residential,55,45,2022,1,Jan,65.72,55.23,10.72,10.23,High
35,Rajpura Road,Delhi,Residential,55,45,2022,2,Feb,66.04,55.1,11.04,10.1,High
35,Rajpura Road,Delhi,Residential,55,45,2022,3,Mar,66.97,55.75,11.97,10.75,High
35,Rajpura Road,Delhi,Residential,55,45,2022,4,Apr,67.07,55.62,12.07,10.62,High
35,Rajpura Road,Delhi,Residential,55,45,2022,5,May,67.39,55.97,12.39,10.97,High
35,Rajpura Road,Delhi,Residential,55,45,2022,6,Jun,67.82,56.1,12.82,11.1,High
35,Rajpura Road,Delhi,Residential,55,45,2022,7,Jul,67.35,56.13,12.35,11.13,High
35,Rajpura Road,Delhi,Residential,55,45,2022,8,Aug,67.0,55.66,12.0,10.66,High
35,Rajpura Road,Delhi,Residential,55,45,2022,9,Sep,66.32,54.97,11.32,9.97,High
35,Rajpura Road,Delhi,Residential,55,45,2022,10,Oct,67.0,55.68,12.0,10.68,High
35,Rajpura Road,Delhi,Residential,55,45,2022,11,Nov,66.47,55.45,11.47,10.45,High
35,Rajpura Road,Delhi,Residential,55,45,2022,12,Dec,65.98,55.23,10.98,10.23,High
35,Rajpura Road,Delhi,Residential,55,45,2023,1,Jan,66.32,55.05,11.32,10.05,High
35,Rajpura Road,Delhi,Residential,55,45,2023,2,Feb,66.75,55.36,11.75,10.36,High
35,Rajpura Road,Delhi,Residential,55,45,2023,3,Mar,67.23,55.7,12.23,10.7,High
35,Rajpura Road,Delhi,Residential,55,45,2023,4,Apr,67.34,56.02,12.34,11.02,High
35,Rajpura Road,Delhi,Residential,55,45,2023,5,May,67.8,56.3,12.8,11.3,High
35,Rajpura Road,Delhi,Residential,55,45,2023,6,Jun,67.93,56.03,12.93,11.03,High
35,Rajpura Road,Delhi,Residential,55,45,2023,7,Jul,67.49,56.26,12.49,11.26,High
35,Rajpura Road,Delhi,Residential,55,45,2023,8,Aug,67.23,55.85,12.23,10.85,High
35,Rajpura Road,Delhi,Residential,55,45,2023,9,Sep,67.35,55.66,12.35,10.66,High
35,Rajpura Road,Delhi,Residential,55,45,2023,10,Oct,66.91,55.97,11.91,10.97,High
35,Rajpura Road,Delhi,Residential,55,45,2023,11,Nov,66.88,55.51,11.88,10.51,High
35,Rajpura Road,Delhi,Residential,55,45,2023,12,Dec,66.36,55.4,11.36,10.4,High
35,Rajpura Road,Delhi,Residential,55,45,2024,1,Jan,66.8,55.66,11.8,10.66,High
35,Rajpura Road,Delhi,Residential,55,45,2024,2,Feb,67.45,55.73,12.45,10.73,High
35,Rajpura Road,Delhi,Residential,55,45,2024,3,Mar,67.67,56.1,12.67,11.1,High
35,Rajpura Road,Delhi,Residential,55,45,2024,4,Apr,67.79,56.28,12.79,11.28,High
35,Rajpura Road,Delhi,Residential,55,45,2024,5,May,68.18,56.67,13.18,11.67,High
35,Rajpura Road,Delhi,Residential,55,45,2024,6,Jun,69.09,56.66,14.09,11.66,High
35,Rajpura Road,Delhi,Residential,55,45,2024,7,Jul,68.0,56.49,13.0,11.49,High
35,Rajpura Road,Delhi,Residential,55,45,2024,8,Aug,67.9,56.35,12.9,11.35,High
35,Rajpura Road,Delhi,Residential,55,45,2024,9,Sep,67.92,55.71,12.92,10.71,High
35,Rajpura Road,Delhi,Residential,55,45,2024,10,Oct,67.2,56.3,12.2,11.3,High
35,Rajpura Road,Delhi,Residential,55,45,2024,11,Nov,67.77,55.79,12.77,10.79,High
35,Rajpura Road,Delhi,Residential,55,45,2024,12,Dec,66.15,55.81,11.15,10.81,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,1,Jan,63.76,52.98,8.76,7.98,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,2,Feb,63.65,53.21,8.65,8.21,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,3,Mar,64.53,53.67,9.53,8.67,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,4,Apr,65.02,53.43,10.02,8.43,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,5,May,64.99,53.97,9.99,8.97,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,6,Jun,65.34,54.29,10.34,9.29,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,7,Jul,65.2,53.73,10.2,8.73,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,8,Aug,64.71,54.01,9.71,9.01,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,9,Sep,64.96,53.7,9.96,8.7,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,10,Oct,64.78,53.64,9.78,8.64,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,11,Nov,63.8,53.87,8.8,8.87,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2020,12,Dec,63.8,53.54,8.8,8.54,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,1,Jan,64.76,54.5,9.76,9.5,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,2,Feb,65.77,54.68,10.77,9.68,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,3,Mar,65.97,55.0,10.97,10.0,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,4,Apr,65.91,55.47,10.91,10.47,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,5,May,66.45,55.5,11.45,10.5,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,6,Jun,66.41,55.36,11.41,10.36,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,7,Jul,66.76,55.23,11.76,10.23,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,8,Aug,66.46,55.08,11.46,10.08,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,9,Sep,65.44,55.18,10.44,10.18,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,10,Oct,65.95,55.34,10.95,10.34,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,11,Nov,65.81,54.59,10.81,9.59,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2021,12,Dec,65.24,54.94,10.24,9.94,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,1,Jan,66.22,55.09,11.22,10.09,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,2,Feb,66.57,55.34,11.57,10.34,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,3,Mar,66.95,55.48,11.95,10.48,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,4,Apr,67.36,56.11,12.36,11.11,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,5,May,67.39,56.38,12.39,11.38,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,6,Jun,67.78,56.12,12.78,11.12,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,7,Jul,67.65,55.94,12.65,10.94,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,8,Aug,67.29,55.74,12.29,10.74,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,9,Sep,66.89,55.8,11.89,10.8,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,10,Oct,67.17,55.5,12.17,10.5,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,11,Nov,66.52,55.79,11.52,10.79,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2022,12,Dec,66.17,55.1,11.17,10.1,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2023,1,Jan,66.16,55.18,11.16,10.18,High
36,Rana Pratap Bagh,Delhi,Residential,55,45,2023,2,Feb,66.19,55.58,11.19,10.58,High
