S_No,Location,City,Zone_Type,CPCB_Day_Std_dB,CPCB_Night_Std_dB,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Excess_Day_dB,Excess_Night_dB,Zone_Category
14,Mahim,Mumbai,Residential,55,45,2021,1,Jan,72.23,61.44,17.23,16.44,Critical
14,Mahim,Mumbai,Residential,55,45,2021,2,Feb,71.95,61.03,16.95,16.03,Critical
14,Mahim,Mumbai,Residential,55,45,2021,3,Mar,71.85,61.22,16.85,16.22,Critical
14,Mahim,Mumbai,Residential,55,45,2021,4,Apr,72.08,60.82,17.08,15.82,Critical
14,Mahim,Mumbai,Residential,55,45,2021,5,May,72.73,61.78,17.73,16.78,Critical
14,Mahim,Mumbai,Residential,55,45,2021,6,Jun,70.39,60.3,15.39,15.3,Critical
14,Mahim,Mumbai,Residential,55,45,2021,7,Jul,70.99,60.71,15.99,15.71,Critical
14,Mahim,Mumbai,Residential,55,45,2021,8,Aug,71.01,60.25,16.01,15.25,Critical
14,Mahim,Mumbai,Residential,55,45,2021,9,Sep,71.25,60.97,16.25,15.97,Critical
14,Mahim,Mumbai,Residential,55,45,2021,10,Oct,71.61,60.84,16.61,15.84,Critical
14,Mahim,Mumbai,Residential,55,45,2021,11,Nov,71.86,61.01,16.86,16.01,Critical
14,Mahim,Mumbai,Residential,55,45,2021,12,Dec,72.24,61.62,17.24,16.62,Critical
14,Mahim,Mumbai,Residential,55,45,2022,1,Jan,73.8,62.55,18.8,17.55,Critical
14,Mahim,Mumbai,Residential,55,45,2022,2,Feb,73.41,62.09,18.41,17.09,Critical
14,Mahim,Mumbai,Residential,55,45,2022,3,Mar,73.96,62.48,18.96,17.48,Critical
14,Mahim,Mumbai,Residential,55,45,2022,4,Apr,73.95,63.34,18.95,18.34,Critical
14,Mahim,Mumbai,Residential,55,45,2022,5,May,74.29,62.75,19.29,17.75,Critical
14,Mahim,Mumbai,Residential,55,45,2022,6,Jun,72.57,62.03,17.57,17.03,Critical
14,Mahim,Mumbai,Residential,55,45,2022,7,Jul,72.43,61.31,17.43,16.31,Critical
14,Mahim,Mumbai,Residential,55,45,2022,8,Aug,72.88,61.57,17.88,16.57,Critical
14,Mahim,Mumbai,Residential,55,45,2022,9,Sep,73.46,62.22,18.46,17.22,Critical
14,Mahim,Mumbai,Residential,55,45,2022,10,Oct,73.27,62.56,18.27,17.56,Critical
14,Mahim,Mumbai,Residential,55,45,2022,11,Nov,73.62,62.67,18.62,17.67,Critical
14,Mahim,Mumbai,Residential,55,45,2022,12,Dec,73.95,62.43,18.95,17.43,Critical
14,Mahim,Mumbai,Residential,55,45,2023,1,Jan,74.21,63.31,19.21,18.31,Critical
14,Mahim,Mumbai,Residential,55,45,2023,2,Feb,74.1,62.82,19.1,17.82,Critical
14,Mahim,Mumbai,Residential,55,45,2023,3,Mar,74.11,63.08,19.11,18.08,Critical
14,Mahim,Mumbai,Residential,55,45,2023,4,Apr,75.32,62.99,20.32,17.99,Critical
14,Mahim,Mumbai,Residential,55,45,2023,5,May,74.91,63.68,19.91,18.68,Critical
14,Mahim,Mumbai,Residential,55,45,2023,6,Jun,73.38,62.39,18.38,17.39,Critical
14,Mahim,Mumbai,Residential,55,45,2023,7,Jul,72.78,62.19,17.78,17.19,Critical
14,Mahim,Mumbai,Residential,55,45,2023,8,Aug,73.24,62.4,18.24,17.4,Critical
14,Mahim,Mumbai,Residential,55,45,2023,9,Sep,73.96,63.02,18.96,18.02,Critical
14,Mahim,Mumbai,Residential,55,45,2023,10,Oct,74.27,62.87,19.27,17.87,Critical
14,Mahim,Mumbai,Residential,55,45,2023,11,Nov,74.36,62.93,19.36,17.93,Critical
14,Mahim,Mumbai,Residential,55,45,2023,12,Dec,74.6,63.04,19.6,18.04,Critical
14,Mahim,Mumbai,Residential,55,45,2024,1,Jan,74.75,63.66,19.75,18.66,Critical
14,Mahim,Mumbai,Residential,55,45,2024,2,Feb,74.2,63.43,19.2,18.43,Critical
14,Mahim,Mumbai,Residential,55,45,2024,3,Mar,75.1,63.28,20.1,18.28,Critical
14,Mahim,Mumbai,Residential,55,45,2024,4,Apr,74.36,63.38,19.36,18.38,Critical
14,Mahim,Mumbai,Residential,55,45,2024,5,May,75.59,63.7,20.59,18.7,Critical
14,Mahim,Mumbai,Residential,55,45,2024,6,Jun,73.4,62.5,18.4,17.5,Critical
14,Mahim,Mumbai,Residential,55,45,2024,7,Jul,73.65,62.51,18.65,17.51,Critical
14,Mahim,Mumbai,Residential,55,45,2024,8,Aug,73.53,62.43,18.53,17.43,Critical
14,Mahim,Mumbai,Residential,55,45,2024,9,Sep,73.78,62.62,18.78,17.62,Critical
14,Mahim,Mumbai,Residential,55,45,2024,10,Oct,74.88,63.04,19.88,18.04,Critical
14,Mahim,Mumbai,Residential,55,45,2024,11,Nov,74.97,63.6,19.97,18.6,Critical
14,Mahim,Mumbai,Residential,55,45,2024,12,Dec,75.1,63.31,20.1,18.31,Critical
15,Churchgate,Mumbai,Commercial,65,55,2020,1,Jan,66.62,58.1,1.62,3.1,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2020,2,Feb,66.03,57.96,1.03,2.96,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2020,3,Mar,66.15,58.24,1.15,3.24,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2020,4,Apr,66.66,58.24,1.66,3.24,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2020,5,May,67.08,58.35,2.08,3.35,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2020,6,Jun,65.68,57.21,0.68,2.21,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2020,7,Jul,65.46,56.83,0.46,1.83,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2020,8,Aug,65.44,57.59,0.44,2.59,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2020,9,Sep,65.4,57.36,0.4,2.36,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2020,10,Oct,66.35,57.84,1.35,2.84,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2020,11,Nov,66.51,58.1,1.51,3.1,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2020,12,Dec,66.79,58.32,1.79,3.32,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2021,1,Jan,69.42,60.35,4.42,5.35,High
15,Churchgate,Mumbai,Commercial,65,55,2021,2,Feb,69.3,60.58,4.3,5.58,High
15,Churchgate,Mumbai,Commercial,65,55,2021,3,Mar,69.26,60.11,4.26,5.11,High
15,Churchgate,Mumbai,Commercial,65,55,2021,4,Apr,69.93,60.48,4.93,5.48,High
15,Churchgate,Mumbai,Commercial,65,55,2021,5,May,69.15,60.87,4.15,5.87,High
15,Churchgate,Mumbai,Commercial,65,55,2021,6,Jun,68.14,59.58,3.14,4.58,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2021,7,Jul,68.1,59.44,3.1,4.44,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2021,8,Aug,68.41,59.41,3.41,4.41,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2021,9,Sep,68.65,59.75,3.65,4.75,Moderate
15,Churchgate,Mumbai,Commercial,65,55,2021,10,Oct,69.22,60.22,4.22,5.22,High
15,Churchgate,Mumbai,Commercial,65,55,2021,11,Nov,68.92,60.52,3.92,5.52,High
15,Churchgate,Mumbai,Commercial,65,55,2021,12,Dec,69.24,60.56,4.24,5.56,High
15,Churchgate,Mumbai,Commercial,65,55,2022,1,Jan,71.81,62.67,6.81,7.67,High
15,Churchgate,Mumbai,Commercial,65,55,2022,2,Feb,71.43,62.03,6.43,7.03,High
15,Churchgate,Mumbai,Commercial,65,55,2022,3,Mar,71.69,62.14,6.69,7.14,High
15,Churchgate,Mumbai,Commercial,65,55,2022,4,Apr,72.24,62.08,7.24,7.08,High
15,Churchgate,Mumbai,Commercial,65,55,2022,5,May,71.88,62.39,6.88,7.39,High
15,Churchgate,Mumbai,Commercial,65,55,2022,6,Jun,70.99,61.84,5.99,6.84,High
15,Churchgate,Mumbai,Commercial,65,55,2022,7,Jul,70.37,61.27,5.37,6.27,High
15,Churchgate,Mumbai,Commercial,65,55,2022,8,Aug,70.62,61.63,5.62,6.63,High
15,Churchgate,Mumbai,Commercial,65,55,2022,9,Sep,70.62,61.75,5.62,6.75,High
15,Churchgate,Mumbai,Commercial,65,55,2022,10,Oct,71.69,62.1,6.69,7.1,High
15,Churchgate,Mumbai,Commercial,65,55,2022,11,Nov,71.66,62.4,6.66,7.4,High
15,Churchgate,Mumbai,Commercial,65,55,2022,12,Dec,70.99,62.44,5.99,7.44,High
15,Churchgate,Mumbai,Commercial,65,55,2023,1,Jan,72.8,62.93,7.8,7.93,High
15,Churchgate,Mumbai,Commercial,65,55,2023,2,Feb,72.95,63.37,7.95,8.37,High
15,Churchgate,Mumbai,Commercial,65,55,2023,3,Mar,72.96,63.39,7.96,8.39,High
15,Churchgate,Mumbai,Commercial,65,55,2023,4,Apr,73.78,63.66,8.78,8.66,High
15,Churchgate,Mumbai,Commercial,65,55,2023,5,May,73.99,63.75,8.99,8.75,High
15,Churchgate,Mumbai,Commercial,65,55,2023,6,Jun,72.02,62.18,7.02,7.18,High
15,Churchgate,Mumbai,Commercial,65,55,2023,7,Jul,71.63,62.13,6.63,7.13,High
15,Churchgate,Mumbai,Commercial,65,55,2023,8,Aug,72.55,62.36,7.55,7.36,High
15,Churchgate,Mumbai,Commercial,65,55,2023,9,Sep,72.24,62.81,7.24,7.81,High
15,Churchgate,Mumbai,Commercial,65,55,2023,10,Oct,72.71,63.34,7.71,8.34,High
15,Churchgate,Mumbai,Commercial,65,55,2023,11,Nov,72.71,63.24,7.71,8.24,High
15,Churchgate,Mumbai,Commercial,65,55,2023,12,Dec,72.88,63.04,7.88,8.04,High
15,Churchgate,Mumbai,Commercial,65,55,2024,1,Jan,73.52,63.89,8.52,8.89,High
15,Churchgate,Mumbai,Commercial,65,55,2024,2,Feb,73.37,63.56,8.37,8.56,High
15,Churchgate,Mumbai,Commercial,65,55,2024,3,Mar,73.28,63.78,8.28,8.78,High
15,Churchgate,Mumbai,Commercial,65,55,2024,4,Apr,73.55,64.15,8.55,9.15,High
15,Churchgate,Mumbai,Commercial,65,55,2024,5,May,74.22,63.91,9.22,8.91,High
15,Churchgate,Mumbai,Commercial,65,55,2024,6,Jun,72.61,62.95,7.61,7.95,High
15,Churchgate,Mumbai,Commercial,65,55,2024,7,Jul,72.5,63.17,7.5,8.17,High
15,Churchgate,Mumbai,Commercial,65,55,2024,8,Aug,72.04,63.02,7.04,8.02,High
15,Churchgate,Mumbai,Commercial,65,55,2024,9,Sep,72.85,63.43,7.85,8.43,High
15,Churchgate,Mumbai,Commercial,65,55,2024,10,Oct,73.46,63.45,8.46,8.45,High
15,Churchgate,Mumbai,Commercial,65,55,2024,11,Nov,73.5,63.64,8.5,8.64,High
15,Churchgate,Mumbai,Commercial,65,55,2024,12,Dec,74.12,63.9,9.12,8.9,High
16,Mumbai Central,Mumbai,Commercial,65,55,2020,1,Jan,66.27,57.39,1.27,2.39,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2020,2,Feb,65.29,56.9,0.29,1.9,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2020,3,Mar,65.16,56.98,0.16,1.98,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2020,4,Apr,66.08,57.6,1.08,2.6,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2020,5,May,65.73,57.88,0.73,2.88,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2020,6,Jun,64.56,56.63,-0.44,1.63,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2020,7,Jul,64.88,56.58,-0.12,1.58,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2020,8,Aug,64.52,56.32,-0.48,1.32,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2020,9,Sep,64.25,56.66,-0.75,1.66,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2020,10,Oct,65.34,56.9,0.34,1.9,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2020,11,Nov,65.56,57.32,0.56,2.32,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2020,12,Dec,65.73,57.27,0.73,2.27,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2021,1,Jan,68.55,59.79,3.55,4.79,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2021,2,Feb,67.97,59.78,2.97,4.78,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2021,3,Mar,68.47,59.6,3.47,4.6,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2021,4,Apr,69.01,59.85,4.01,4.85,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2021,5,May,69.29,60.06,4.29,5.06,High
16,Mumbai Central,Mumbai,Commercial,65,55,2021,6,Jun,67.32,58.97,2.32,3.97,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2021,7,Jul,66.86,58.72,1.86,3.72,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2021,8,Aug,67.39,58.76,2.39,3.76,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2021,9,Sep,67.66,58.72,2.66,3.72,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2021,10,Oct,68.04,59.42,3.04,4.42,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2021,11,Nov,68.45,59.39,3.45,4.39,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2021,12,Dec,68.98,59.53,3.98,4.53,Moderate
16,Mumbai Central,Mumbai,Commercial,65,55,2022,1,Jan,71.19,61.69,6.19,6.69,High
16,Mumbai Central,Mumbai,Commercial,65,55,2022,2,Feb,70.51,61.76,5.51,6.76,High
16,Mumbai Central,Mumbai,Commercial,65,55,2022,3,Mar,70.54,61.68,5.54,6.68,High
16,Mumbai Central,Mumbai,Commercial,65,55,2022,4,Apr,71.5,61.57,6.5,6.57,High
16,Mumbai Central,Mumbai,Commercial,65,55,2022,5,May,71.82,61.85,6.82,6.85,High
16,Mumbai Central,Mumbai,Commercial,65,55,2022,6,Jun,69.99,60.85,4.99,5.85,High
16,Mumbai Central,Mumbai,Commercial,65,55,2022,7,Jul,69.56,60.76,4.56,5.76,High
16,Mumbai Central,Mumbai,Commercial,65,55,2022,8,Aug,70.04,60.35,5.04,5.35,High
16,Mumbai Central,Mumbai,Commercial,65,55,2022,9,Sep,70.49,60.67,5.49,5.67,High
16,Mumbai Central,Mumbai,Commercial,65,55,2022,10,Oct,70.91,61.53,5.91,6.53,High
16,Mumbai Central,Mumbai,Commercial,65,55,2022,11,Nov,70.47,61.42,5.47,6.42,High
16,Mumbai Central,Mumbai,Commercial,65,55,2022,12,Dec,70.67,61.56,5.67,6.56,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,1,Jan,72.11,62.76,7.11,7.76,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,2,Feb,72.39,62.68,7.39,7.68,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,3,Mar,72.03,62.46,7.03,7.46,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,4,Apr,71.99,62.54,6.99,7.54,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,5,May,72.99,63.22,7.99,8.22,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,6,Jun,70.83,61.68,5.83,6.68,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,7,Jul,70.89,61.66,5.89,6.66,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,8,Aug,70.86,61.78,5.86,6.78,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,9,Sep,71.26,62.0,6.26,7.0,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,10,Oct,72.06,62.3,7.06,7.3,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,11,Nov,71.97,62.48,6.97,7.48,High
16,Mumbai Central,Mumbai,Commercial,65,55,2023,12,Dec,72.27,62.53,7.27,7.53,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,1,Jan,72.82,63.52,7.82,8.52,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,2,Feb,72.87,62.94,7.87,7.94,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,3,Mar,73.11,63.03,8.11,8.03,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,4,Apr,73.55,63.37,8.55,8.37,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,5,May,73.37,63.59,8.37,8.59,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,6,Jun,71.43,62.17,6.43,7.17,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,7,Jul,71.24,62.23,6.24,7.23,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,8,Aug,72.32,62.75,7.32,7.75,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,9,Sep,72.29,62.7,7.29,7.7,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,10,Oct,72.06,62.79,7.06,7.79,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,11,Nov,72.56,62.98,7.56,7.98,High
16,Mumbai Central,Mumbai,Commercial,65,55,2024,12,Dec,72.95,63.11,7.95,8.11,High
17,Grant Road,Mumbai,Commercial,65,55,2020,1,Jan,64.91,56.95,-0.09,1.95,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2020,2,Feb,64.98,56.65,-0.02,1.65,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2020,3,Mar,66.12,56.52,1.12,1.52,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2020,4,Apr,65.04,56.84,0.04,1.84,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2020,5,May,66.33,57.49,1.33,2.49,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2020,6,Jun,64.13,56.1,-0.87,1.1,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2020,7,Jul,64.06,55.78,-0.94,0.78,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2020,8,Aug,65.19,55.6,0.19,0.6,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2020,9,Sep,64.78,56.29,-0.22,1.29,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2020,10,Oct,65.53,56.52,0.53,1.52,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2020,11,Nov,65.49,56.62,0.49,1.62,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2020,12,Dec,65.68,56.73,0.68,1.73,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,1,Jan,68.49,59.03,3.49,4.03,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,2,Feb,68.21,58.89,3.21,3.89,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,3,Mar,68.64,58.99,3.64,3.99,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,4,Apr,68.07,59.45,3.07,4.45,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,5,May,68.53,59.27,3.53,4.27,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,6,Jun,67.12,58.57,2.12,3.57,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,7,Jul,66.36,58.73,1.36,3.73,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,8,Aug,67.52,58.24,2.52,3.24,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,9,Sep,67.48,58.56,2.48,3.56,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,10,Oct,68.16,58.93,3.16,3.93,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,11,Nov,68.37,59.02,3.37,4.02,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2021,12,Dec,68.34,59.07,3.34,4.07,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2022,1,Jan,70.64,61.23,5.64,6.23,High
17,Grant Road,Mumbai,Commercial,65,55,2022,2,Feb,70.68,60.21,5.68,5.21,High
17,Grant Road,Mumbai,Commercial,65,55,2022,3,Mar,70.9,60.94,5.9,5.94,High
17,Grant Road,Mumbai,Commercial,65,55,2022,4,Apr,70.99,61.02,5.99,6.02,High
17,Grant Road,Mumbai,Commercial,65,55,2022,5,May,71.54,61.49,6.54,6.49,High
17,Grant Road,Mumbai,Commercial,65,55,2022,6,Jun,69.47,60.28,4.47,5.28,High
17,Grant Road,Mumbai,Commercial,65,55,2022,7,Jul,69.11,59.72,4.11,4.72,Moderate
17,Grant Road,Mumbai,Commercial,65,55,2022,8,Aug,69.41,60.27,4.41,5.27,High
17,Grant Road,Mumbai,Commercial,65,55,2022,9,Sep,70.19,60.5,5.19,5.5,High
17,Grant Road,Mumbai,Commercial,65,55,2022,10,Oct,70.62,60.8,5.62,5.8,High
17,Grant Road,Mumbai,Commercial,65,55,2022,11,Nov,70.41,60.99,5.41,5.99,High
17,Grant Road,Mumbai,Commercial,65,55,2022,12,Dec,71.04,61.15,6.04,6.15,High
17,Grant Road,Mumbai,Commercial,65,55,2023,1,Jan,72.36,62.14,7.36,7.14,High
17,Grant Road,Mumbai,Commercial,65,55,2023,2,Feb,71.91,62.01,6.91,7.01,High
17,Grant Road,Mumbai,Commercial,65,55,2023,3,Mar,71.99,61.72,6.99,6.72,High
17,Grant Road,Mumbai,Commercial,65,55,2023,4,Apr,72.25,61.95,7.25,6.95,High
17,Grant Road,Mumbai,Commercial,65,55,2023,5,May,72.3,62.27,7.3,7.27,High
17,Grant Road,Mumbai,Commercial,65,55,2023,6,Jun,70.76,61.14,5.76,6.14,High
17,Grant Road,Mumbai,Commercial,65,55,2023,7,Jul,70.13,61.04,5.13,6.04,High
17,Grant Road,Mumbai,Commercial,65,55,2023,8,Aug,70.9,60.94,5.9,5.94,High
17,Grant Road,Mumbai,Commercial,65,55,2023,9,Sep,71.4,61.59,6.4,6.59,High
17,Grant Road,Mumbai,Commercial,65,55,2023,10,Oct,71.22,61.55,6.22,6.55,High
17,Grant Road,Mumbai,Commercial,65,55,2023,11,Nov,71.67,61.71,6.67,6.71,High
17,Grant Road,Mumbai,Commercial,65,55,2023,12,Dec,72.35,61.96,7.35,6.96,High
17,Grant Road,Mumbai,Commercial,65,55,2024,1,Jan,72.62,62.2,7.62,7.2,High
17,Grant Road,Mumbai,Commercial,65,55,2024,2,Feb,72.69,62.15,7.69,7.15,High
17,Grant Road,Mumbai,Commercial,65,55,2024,3,Mar,72.72,62.56,7.72,7.56,High
17,Grant Road,Mumbai,Commercial,65,55,2024,4,Apr,73.41,62.44,8.41,7.44,High
17,Grant Road,Mumbai,Commercial,65,55,2024,5,May,72.29,62.94,7.29,7.94,High
17,Grant Road,Mumbai,Commercial,65,55,2024,6,Jun,72.24,62.05,7.24,7.05,High
17,Grant Road,Mumbai,Commercial,65,55,2024,7,Jul,71.46,61.5,6.46,6.5,High
17,Grant Road,Mumbai,Commercial,65,55,2024,8,Aug,71.84,61.51,6.84,6.51,High
17,Grant Road,Mumbai,Commercial,65,55,2024,9,Sep,72.04,62.1,7.04,7.1,High
17,Grant Road,Mumbai,Commercial,65,55,2024,10,Oct,72.72,62.85,7.72,7.85,High
17,Grant Road,Mumbai,Commercial,65,55,2024,11,Nov,72.72,62.4,7.72,7.4,High
17,Grant Road,Mumbai,Commercial,65,55,2024,12,Dec,72.79,62.25,7.79,7.25,High
18,Mulund (W),Mumbai,Residential,55,45,2020,1,Jan,63.49,54.32,8.49,9.32,High
18,Mulund (W),Mumbai,Residential,55,45,2020,2,Feb,63.34,54.23,8.34,9.23,High
18,Mulund (W),Mumbai,Residential,55,45,2020,3,Mar,63.45,54.52,8.45,9.52,High
18,Mulund (W),Mumbai,Residential,55,45,2020,4,Apr,64.0,54.5,9.0,9.5,High
18,Mulund (W),Mumbai,Residential,55,45,2020,5,May,64.1,54.73,9.1,9.73,High
18,Mulund (W),Mumbai,Residential,55,45,2020,6,Jun,62.95,53.43,7.95,8.43,High
18,Mulund (W),Mumbai,Residential,55,45,2020,7,Jul,62.2,53.34,7.2,8.34,High
18,Mulund (W),Mumbai,Residential,55,45,2020,8,Aug,62.2,53.34,7.2,8.34,High
18,Mulund (W),Mumbai,Residential,55,45,2020,9,Sep,62.76,53.97,7.76,8.97,High
18,Mulund (W),Mumbai,Residential,55,45,2020,10,Oct,63.48,54.14,8.48,9.14,High
18,Mulund (W),Mumbai,Residential,55,45,2020,11,Nov,63.86,54.27,8.86,9.27,High
18,Mulund (W),Mumbai,Residential,55,45,2020,12,Dec,63.92,54.38,8.92,9.38,High
18,Mulund (W),Mumbai,Residential,55,45,2021,1,Jan,65.98,56.18,10.98,11.18,High
18,Mulund (W),Mumbai,Residential,55,45,2021,2,Feb,64.97,56.07,9.97,11.07,High
18,Mulund (W),Mumbai,Residential,55,45,2021,3,Mar,66.33,56.39,11.33,11.39,High
18,Mulund (W),Mumbai,Residential,55,45,2021,4,Apr,66.49,56.65,11.49,11.65,High
18,Mulund (W),Mumbai,Residential,55,45,2021,5,May,66.43,56.64,11.43,11.64,High
18,Mulund (W),Mumbai,Residential,55,45,2021,6,Jun,64.71,55.44,9.71,10.44,High
18,Mulund (W),Mumbai,Residential,55,45,2021,7,Jul,64.78,55.54,9.78,10.54,High
18,Mulund (W),Mumbai,Residential,55,45,2021,8,Aug,64.76,55.31,9.76,10.31,High
18,Mulund (W),Mumbai,Residential,55,45,2021,9,Sep,65.1,55.82,10.1,10.82,High
18,Mulund (W),Mumbai,Residential,55,45,2021,10,Oct,65.17,55.54,10.17,10.54,High
18,Mulund (W),Mumbai,Residential,55,45,2021,11,Nov,65.63,55.96,10.63,10.96,High
18,Mulund (W),Mumbai,Residential,55,45,2021,12,Dec,65.85,56.27,10.85,11.27,High
18,Mulund (W),Mumbai,Residential,55,45,2022,1,Jan,67.36,57.89,12.36,12.89,High
18,Mulund (W),Mumbai,Residential,55,45,2022,2,Feb,67.4,57.46,12.4,12.46,High
18,Mulund (W),Mumbai,Residential,55,45,2022,3,Mar,67.69,57.27,12.69,12.27,High
18,Mulund (W),Mumbai,Residential,55,45,2022,4,Apr,68.11,57.68,13.11,12.68,High
18,Mulund (W),Mumbai,Residential,55,45,2022,5,May,68.2,57.69,13.2,12.69,High
18,Mulund (W),Mumbai,Residential,55,45,2022,6,Jun,66.03,56.96,11.03,11.96,High
18,Mulund (W),Mumbai,Residential,55,45,2022,7,Jul,66.31,56.42,11.31,11.42,High
18,Mulund (W),Mumbai,Residential,55,45,2022,8,Aug,66.14,56.93,11.14,11.93,High
18,Mulund (W),Mumbai,Residential,55,45,2022,9,Sep,66.34,57.33,11.34,12.33,High
18,Mulund (W),Mumbai,Residential,55,45,2022,10,Oct,66.93,57.43,11.93,12.43,High
18,Mulund (W),Mumbai,Residential,55,45,2022,11,Nov,67.3,57.62,12.3,12.62,High
18,Mulund (W),Mumbai,Residential,55,45,2022,12,Dec,67.44,57.57,12.44,12.57,High
18,Mulund (W),Mumbai,Residential,55,45,2023,1,Jan,68.21,57.9,13.21,12.9,High
18,Mulund (W),Mumbai,Residential,55,45,2023,2,Feb,68.22,57.8,13.22,12.8,High
18,Mulund (W),Mumbai,Residential,55,45,2023,3,Mar,68.13,57.8,13.13,12.8,High
18,Mulund (W),Mumbai,Residential,55,45,2023,4,Apr,67.73,58.16,12.73,13.16,High
18,Mulund (W),Mumbai,Residential,55,45,2023,5,May,69.42,58.56,14.42,13.56,High
18,Mulund (W),Mumbai,Residential,55,45,2023,6,Jun,67.19,57.25,12.19,12.25,High
18,Mulund (W),Mumbai,Residential,55,45,2023,7,Jul,66.91,57.21,11.91,12.21,High
18,Mulund (W),Mumbai,Residential,55,45,2023,8,Aug,66.75,57.42,11.75,12.42,High
